
2012.09.26 21:42

EURCAD, SELL, Diff: 0.00011230, iStochastic Main: 42.89185905, iStochastic Signal: 62.90953158

USDCHF, val2: 0.00000, val3: 0.00000, val4: 0.00000, val5: 0.00000, Bid: 0.94051, Ask: 0.94076, Spread: 25.00000000
EURNZD, val2: 1.56483, val3: 1.56367, val4: 1.56553, val5: 1.56413, Bid: 1.56081, Ask: 1.56212, Spread: 131.00000000, Diff: 0.00116214, iStochastic Main: 16.00231, iStochastic Signal: 12.13518, Current Sell
EURCAD, val2: 1.26458, val3: 1.26536, val4: 1.26425, val5: 1.26491, Bid: 1.26776, Ask: 1.26871, Spread: 95.00000000, Diff: -0.00077539, iStochastic Main: 88.45070, iStochastic Signal: 89.03110, Current Buy
NZDJPY, val2: 63.888, val3: 63.932, val4: 63.863, val5: 63.914, Bid: 64.032, Ask: 64.101, Spread: 69.00000000, Diff: -0.04406511, iStochastic Main: 86.006, iStochastic Signal: 86.241, Current Buy
NZDUSD, val2: 0.82174, val3: 0.82236, val4: 0.82141, val5: 0.82207, Bid: 0.82400, Ask: 0.82451, Spread: 51.00000000, Diff: -0.00062010, iStochastic Main: 88.16794, iStochastic Signal: 88.06713, Current Buy
GBPCAD, val2: 1.58916, val3: 1.58992, val4: 1.58886, val5: 1.58946, Bid: 1.59203, Ask: 1.59316, Spread: 113.00000000, Diff: -0.00075830, iStochastic Main: 90.19916, iStochastic Signal: 88.46582, Current Buy
GBPNZD, val2: 1.96643, val3: 1.96471, val4: 1.96744, val5: 1.96542, Bid: 1.95990, Ask: 1.96183, Spread: 193.00000000, Diff: 0.00171731, iStochastic Main: 15.08531, iStochastic Signal: 13.17947, Current Sell
GBPAUD, val2: 1.56039, val3: 1.56010, val4: 1.56054, val5: 1.56024, Bid: 1.55864, Ask: 1.55958, Spread: 94.00000000, Diff: 0.00028419, iStochastic Main: 38.64148, iStochastic Signal: 41.32554, Current Sell
NZDCHF, val2: 0.77238, val3: 0.77294, val4: 0.77205, val5: 0.77271, Bid: 0.77413, Ask: 0.77490, Spread: 77.00000000, Diff: -0.00056171, iStochastic Main: 78.69318, iStochastic Signal: 82.37856, Current Buy
NZDCAD, val2: 0.80737, val3: 0.80851, val4: 0.80677, val5: 0.80797, Bid: 0.81216, Ask: 0.81276, Spread: 60.00000000, Diff: -0.00114260, iStochastic Main: 94.82089, iStochastic Signal: 96.45624, Current Buy

2012.09.27 00:07

USDCHF, SELL, Diff: 0.00003807, iStochastic Main: 37.13713714, iStochastic Signal: 46.71781419
EURUSD, BUY, Diff: -0.00003846, iStochastic Main: 54.84677924, iStochastic Signal: 45.14422484
AUDUSD, BUY, Diff: -0.00007471, iStochastic Main: 70.40960452, iStochastic Signal: 63.01789077
AUDJPY, BUY, Diff: -0.00069027, iStochastic Main: 71.92156863, iStochastic Signal: 68.10457516Hour: 0, hour new: 21
Lots: 0.1, stoploss: 200, takeprofit: 400, create_order: 0, pending_margin: 150, maxorders: 2


USDCHF, val2: 0.93990, val3: 0.93986, val4: 0.93989, val5: 0.93992, Bid: 0.93941, Ask: 0.93982, Spread: 41.00000000, Diff: 0.00003807, iStochastic Main: 37.13714, iStochastic Signal: 46.71781, Current Sell
GBPUSD, val2: 1.61623, val3: 1.61606, val4: 1.61640, val5: 1.61605, Bid: 1.61600, Ask: 1.61649, Spread: 49.00000000, Diff: 0.00016461, iStochastic Main: 35.00761, iStochastic Signal: 29.22374, Current Sell
EURUSD, val2: 1.28611, val3: 1.28615, val4: 1.28616, val5: 1.28606, Bid: 1.28697, Ask: 1.28733, Spread: 36.00000000, Diff: -0.00003846, iStochastic Main: 54.84678, iStochastic Signal: 45.14422, Current Buy
USDJPY, val2: 77.749, val3: 77.743, val4: 77.750, val5: 77.748, Bid: 77.704, Ask: 77.735, Spread: 31.00000000, Diff: 0.00552590, iStochastic Main: 42.872, iStochastic Signal: 46.157, Current Sell
USDCAD, val2: 0.98326, val3: 0.98383, val4: 0.98296, val5: 0.98356, Bid: 0.98512, Ask: 0.98559, Spread: 47.00000000, Diff: -0.00057147, iStochastic Main: 85.36285, iStochastic Signal: 84.34401, Current Buy
AUDUSD, val2: 1.03568, val3: 1.03576, val4: 1.03570, val5: 1.03567, Bid: 1.03658, Ask: 1.03694, Spread: 36.00000000, Diff: -0.00007471, iStochastic Main: 70.40960, iStochastic Signal: 63.01789, Current Buy
EURAUD, val2: 1.24166, val3: 1.24160, val4: 1.24169, val5: 1.24162, Bid: 1.24117, Ask: 1.24186, Spread: 69.00000000, Diff: 0.00005431, iStochastic Main: 34.99210, iStochastic Signal: 36.28954, Current Sell
EURJPY, val2: 99.995, val3: 99.991, val4: 100.000, val5: 99.990, Bid: 100.025, Ask: 100.062, Spread: 37.00000000, Diff: 0.00357061, iStochastic Main: 67.353, iStochastic Signal: 56.137, Current Sell
GBPCHF, val2: 1.51916, val3: 1.51895, val4: 1.51930, val5: 1.51902, Bid: 1.51816, Ask: 1.51907, Spread: 91.00000000, Diff: 0.00021452, iStochastic Main: 29.69382, iStochastic Signal: 28.75024, Current Sell
CADJPY, val2: 79.063, val3: 79.012, val4: 79.087, val5: 79.038, Bid: 78.837, Ask: 78.898, Spread: 61.00000000, Diff: 0.05033902, iStochastic Main: 12.381, iStochastic Signal: 12.041, Current Sell
GBPJPY, val2: 125.660, val3: 125.639, val4: 125.676, val5: 125.645, Bid: 125.578, Ask: 125.649, Spread: 71.00000000, Diff: 0.02138947, iStochastic Main: 46.490, iStochastic Signal: 43.940, Current Sell
AUDCAD, val2: 1.01836, val3: 1.01902, val4: 1.01807, val5: 1.01864, Bid: 1.02100, Ask: 1.02242, Spread: 142.00000000, Diff: -0.00065975, iStochastic Main: 90.60172, iStochastic Signal: 89.49712, Current Buy
AUDCHF, val2: 0.97348, val3: 0.97351, val4: 0.97348, val5: 0.97349, Bid: 0.97359, Ask: 0.97460, Spread: 101.00000000, Diff: -0.00002593, iStochastic Main: 63.94984, iStochastic Signal: 62.21425, Current Buy
AUDJPY, val2: 80.523, val3: 80.524, val4: 80.525, val5: 80.521, Bid: 80.548, Ask: 80.601, Spread: 53.00000000, Diff: -0.00069027, iStochastic Main: 71.922, iStochastic Signal: 68.105, Current Buy
CHFJPY, val2: 82.709, val3: 82.706, val4: 82.711, val5: 82.707, Bid: 82.676, Ask: 82.747, Spread: 71.00000000, Diff: 0.00282514, iStochastic Main: 65.762, iStochastic Signal: 58.949, Current Sell
EURNZD, val2: 1.56483, val3: 1.56367, val4: 1.56553, val5: 1.56413, Bid: 1.56079, Ask: 1.56202, Spread: 123.00000000, Diff: 0.00116214, iStochastic Main: 16.00231, iStochastic Signal: 12.13518, Current Sell
EURCAD, val2: 1.26458, val3: 1.26536, val4: 1.26425, val5: 1.26491, Bid: 1.26792, Ask: 1.26877, Spread: 85.00000000, Diff: -0.00077539, iStochastic Main: 88.45070, iStochastic Signal: 89.03110, Current Buy
NZDJPY, val2: 63.888, val3: 63.932, val4: 63.863, val5: 63.914, Bid: 64.025, Ask: 64.097, Spread: 72.00000000, Diff: -0.04406511, iStochastic Main: 86.006, iStochastic Signal: 86.241, Current Buy
NZDUSD, val2: 0.82174, val3: 0.82236, val4: 0.82141, val5: 0.82207, Bid: 0.82400, Ask: 0.82451, Spread: 51.00000000, Diff: -0.00062010, iStochastic Main: 88.16794, iStochastic Signal: 88.06713, Current Buy
GBPCAD, val2: 1.58916, val3: 1.58992, val4: 1.58886, val5: 1.58946, Bid: 1.59211, Ask: 1.59324, Spread: 113.00000000, Diff: -0.00075830, iStochastic Main: 90.19916, iStochastic Signal: 88.46582, Current Buy
GBPNZD, val2: 1.96643, val3: 1.96471, val4: 1.96744, val5: 1.96542, Bid: 1.95990, Ask: 1.96183, Spread: 193.00000000, Diff: 0.00171731, iStochastic Main: 15.08531, iStochastic Signal: 13.17947, Current Sell
GBPAUD, val2: 1.56039, val3: 1.56010, val4: 1.56054, val5: 1.56024, Bid: 1.55830, Ask: 1.55958, Spread: 128.00000000, Diff: 0.00028419, iStochastic Main: 38.64148, iStochastic Signal: 41.32554, Current Sell
NZDCHF, val2: 0.77238, val3: 0.77294, val4: 0.77205, val5: 0.77271, Bid: 0.77413, Ask: 0.77490, Spread: 77.00000000, Diff: -0.00056171, iStochastic Main: 78.69318, iStochastic Signal: 82.37856, Current Buy
NZDCAD, val2: 0.80737, val3: 0.80851, val4: 0.80677, val5: 0.80797, Bid: 0.81216, Ask: 0.81276, Spread: 60.00000000, Diff: -0.00114260, iStochastic Main: 94.82089, iStochastic Signal: 96.45624, Current Buy

2012.09.27 00:10

USDCHF, SELL, Diff: 0.00003807, iStochastic Main: 37.13713714, iStochastic Signal: 46.71781419
EURUSD, BUY, Diff: -0.00003846, iStochastic Main: 54.84677924, iStochastic Signal: 45.14422484
AUDUSD, BUY, Diff: -0.00007471, iStochastic Main: 70.40960452, iStochastic Signal: 63.01789077
AUDJPY, BUY, Diff: -0.00069027, iStochastic Main: 71.92156863, iStochastic Signal: 68.10457516Hour: 0, hour new: 21
Lots: 0.1, stoploss: 200, takeprofit: 400, create_order: 0, pending_margin: 150, maxorders: 2


USDCHF, val2: 0.93990, val3: 0.93986, val4: 0.93989, val5: 0.93992, Bid: 0.93915, Ask: 0.93972, Spread: 57.00000000, Diff: 0.00003807, iStochastic Main: 37.13714, iStochastic Signal: 46.71781, Current Sell
GBPUSD, val2: 1.61623, val3: 1.61606, val4: 1.61640, val5: 1.61605, Bid: 1.61602, Ask: 1.61638, Spread: 36.00000000, Diff: 0.00016461, iStochastic Main: 35.00761, iStochastic Signal: 29.22374, Current Sell
EURUSD, val2: 1.28611, val3: 1.28615, val4: 1.28616, val5: 1.28606, Bid: 1.28682, Ask: 1.28716, Spread: 34.00000000, Diff: -0.00003846, iStochastic Main: 54.84678, iStochastic Signal: 45.14422, Current Buy
USDJPY, val2: 77.749, val3: 77.743, val4: 77.750, val5: 77.748, Bid: 77.704, Ask: 77.735, Spread: 31.00000000, Diff: 0.00552590, iStochastic Main: 42.872, iStochastic Signal: 46.157, Current Sell
USDCAD, val2: 0.98326, val3: 0.98383, val4: 0.98296, val5: 0.98356, Bid: 0.98512, Ask: 0.98559, Spread: 47.00000000, Diff: -0.00057147, iStochastic Main: 85.36285, iStochastic Signal: 84.34401, Current Buy
AUDUSD, val2: 1.03568, val3: 1.03576, val4: 1.03570, val5: 1.03567, Bid: 1.03650, Ask: 1.03684, Spread: 34.00000000, Diff: -0.00007471, iStochastic Main: 70.40960, iStochastic Signal: 63.01789, Current Buy
EURAUD, val2: 1.24166, val3: 1.24160, val4: 1.24169, val5: 1.24162, Bid: 1.24115, Ask: 1.24182, Spread: 67.00000000, Diff: 0.00005431, iStochastic Main: 34.99210, iStochastic Signal: 36.28954, Current Sell
EURJPY, val2: 99.995, val3: 99.991, val4: 100.000, val5: 99.990, Bid: 100.001, Ask: 100.048, Spread: 47.00000000, Diff: 0.00357061, iStochastic Main: 67.353, iStochastic Signal: 56.137, Current Sell
GBPCHF, val2: 1.51916, val3: 1.51895, val4: 1.51930, val5: 1.51902, Bid: 1.51782, Ask: 1.51897, Spread: 115.00000000, Diff: 0.00021452, iStochastic Main: 29.69382, iStochastic Signal: 28.75024, Current Sell
CADJPY, val2: 79.063, val3: 79.012, val4: 79.087, val5: 79.038, Bid: 78.819, Ask: 78.910, Spread: 91.00000000, Diff: 0.05033902, iStochastic Main: 12.381, iStochastic Signal: 12.041, Current Sell
GBPJPY, val2: 125.660, val3: 125.639, val4: 125.676, val5: 125.645, Bid: 125.580, Ask: 125.643, Spread: 63.00000000, Diff: 0.02138947, iStochastic Main: 46.490, iStochastic Signal: 43.940, Current Sell
AUDCAD, val2: 1.01836, val3: 1.01902, val4: 1.01807, val5: 1.01864, Bid: 1.02093, Ask: 1.02232, Spread: 139.00000000, Diff: -0.00065975, iStochastic Main: 90.60172, iStochastic Signal: 89.49712, Current Buy
AUDCHF, val2: 0.97348, val3: 0.97351, val4: 0.97348, val5: 0.97349, Bid: 0.97330, Ask: 0.97443, Spread: 113.00000000, Diff: -0.00002593, iStochastic Main: 63.94984, iStochastic Signal: 62.21425, Current Buy
AUDJPY, val2: 80.523, val3: 80.524, val4: 80.525, val5: 80.521, Bid: 80.541, Ask: 80.594, Spread: 53.00000000, Diff: -0.00069027, iStochastic Main: 71.922, iStochastic Signal: 68.105, Current Buy
CHFJPY, val2: 82.709, val3: 82.706, val4: 82.711, val5: 82.707, Bid: 82.689, Ask: 82.774, Spread: 85.00000000, Diff: 0.00282514, iStochastic Main: 65.762, iStochastic Signal: 58.949, Current Sell
EURNZD, val2: 1.56483, val3: 1.56367, val4: 1.56553, val5: 1.56413, Bid: 1.56070, Ask: 1.56201, Spread: 131.00000000, Diff: 0.00116214, iStochastic Main: 16.00231, iStochastic Signal: 12.13518, Current Sell
EURCAD, val2: 1.26458, val3: 1.26536, val4: 1.26425, val5: 1.26491, Bid: 1.26779, Ask: 1.26861, Spread: 82.00000000, Diff: -0.00077539, iStochastic Main: 88.45070, iStochastic Signal: 89.03110, Current Buy
NZDJPY, val2: 63.888, val3: 63.932, val4: 63.863, val5: 63.914, Bid: 64.025, Ask: 64.099, Spread: 74.00000000, Diff: -0.04406511, iStochastic Main: 86.006, iStochastic Signal: 86.241, Current Buy
NZDUSD, val2: 0.82174, val3: 0.82236, val4: 0.82141, val5: 0.82207, Bid: 0.82400, Ask: 0.82451, Spread: 51.00000000, Diff: -0.00062010, iStochastic Main: 88.16794, iStochastic Signal: 88.06713, Current Buy
GBPCAD, val2: 1.58916, val3: 1.58992, val4: 1.58886, val5: 1.58946, Bid: 1.59214, Ask: 1.59315, Spread: 101.00000000, Diff: -0.00075830, iStochastic Main: 90.19916, iStochastic Signal: 88.46582, Current Buy
GBPNZD, val2: 1.96643, val3: 1.96471, val4: 1.96744, val5: 1.96542, Bid: 1.95990, Ask: 1.96171, Spread: 181.00000000, Diff: 0.00171731, iStochastic Main: 15.08531, iStochastic Signal: 13.17947, Current Sell
GBPAUD, val2: 1.56039, val3: 1.56010, val4: 1.56054, val5: 1.56024, Bid: 1.55846, Ask: 1.55952, Spread: 106.00000000, Diff: 0.00028419, iStochastic Main: 38.64148, iStochastic Signal: 41.32554, Current Sell
NZDCHF, val2: 0.77238, val3: 0.77294, val4: 0.77205, val5: 0.77271, Bid: 0.77392, Ask: 0.77483, Spread: 91.00000000, Diff: -0.00056171, iStochastic Main: 78.69318, iStochastic Signal: 82.37856, Current Buy
NZDCAD, val2: 0.80737, val3: 0.80851, val4: 0.80677, val5: 0.80797, Bid: 0.81216, Ask: 0.81276, Spread: 60.00000000, Diff: -0.00114260, iStochastic Main: 94.82089, iStochastic Signal: 96.45624, Current Buy

2012.09.27 00:10

USDCHF, SELL, Diff: 0.00003807, iStochastic Main: 37.13713714, iStochastic Signal: 46.71781419
EURUSD, BUY, Diff: -0.00003846, iStochastic Main: 54.84677924, iStochastic Signal: 45.14422484
AUDUSD, BUY, Diff: -0.00007471, iStochastic Main: 70.40960452, iStochastic Signal: 63.01789077
AUDJPY, BUY, Diff: -0.00069027, iStochastic Main: 71.92156863, iStochastic Signal: 68.10457516Hour: 0, hour new: 21
Lots: 0.1, stoploss: 200, takeprofit: 400, create_order: 0, pending_margin: 150, maxorders: 2


USDCHF
 CREATE ORDER FALSE NO TRADING, val2: 0.93990, val3: 0.93986, val4: 0.93989, val5: 0.93992, Bid: 0.93925, Ask: 0.93976, Spread: 51.00000000, Diff: 0.00003807, iStochastic Main: 37.13714, iStochastic Signal: 46.71781, Current Sell
GBPUSD, val2: 1.61623, val3: 1.61606, val4: 1.61640, val5: 1.61605, Bid: 1.61602, Ask: 1.61638, Spread: 36.00000000, Diff: 0.00016461, iStochastic Main: 35.00761, iStochastic Signal: 29.22374, Current Sell
EURUSD
 CREATE ORDER FALSE NO TRADING, val2: 1.28611, val3: 1.28615, val4: 1.28616, val5: 1.28606, Bid: 1.28683, Ask: 1.28708, Spread: 25.00000000, Diff: -0.00003846, iStochastic Main: 54.84678, iStochastic Signal: 45.14422, Current Buy
USDJPY, val2: 77.749, val3: 77.743, val4: 77.750, val5: 77.748, Bid: 77.704, Ask: 77.735, Spread: 31.00000000, Diff: 0.00552590, iStochastic Main: 42.872, iStochastic Signal: 46.157, Current Sell
USDCAD, val2: 0.98326, val3: 0.98383, val4: 0.98296, val5: 0.98356, Bid: 0.98513, Ask: 0.98560, Spread: 47.00000000, Diff: -0.00057147, iStochastic Main: 85.36285, iStochastic Signal: 84.34401, Current Buy
AUDUSD
 CREATE ORDER FALSE NO TRADING, val2: 1.03568, val3: 1.03576, val4: 1.03570, val5: 1.03567, Bid: 1.03648, Ask: 1.03684, Spread: 36.00000000, Diff: -0.00007471, iStochastic Main: 70.40960, iStochastic Signal: 63.01789, Current Buy
EURAUD, val2: 1.24166, val3: 1.24160, val4: 1.24169, val5: 1.24162, Bid: 1.24120, Ask: 1.24174, Spread: 54.00000000, Diff: 0.00005431, iStochastic Main: 34.99210, iStochastic Signal: 36.28954, Current Sell
EURJPY, val2: 99.995, val3: 99.991, val4: 100.000, val5: 99.990, Bid: 100.000, Ask: 100.042, Spread: 42.00000000, Diff: 0.00357061, iStochastic Main: 67.353, iStochastic Signal: 56.137, Current Sell
GBPCHF, val2: 1.51916, val3: 1.51895, val4: 1.51930, val5: 1.51902, Bid: 1.51783, Ask: 1.51893, Spread: 110.00000000, Diff: 0.00021452, iStochastic Main: 29.69382, iStochastic Signal: 28.75024, Current Sell
CADJPY, val2: 79.063, val3: 79.012, val4: 79.087, val5: 79.038, Bid: 78.811, Ask: 78.902, Spread: 91.00000000, Diff: 0.05033902, iStochastic Main: 12.381, iStochastic Signal: 12.041, Current Sell
GBPJPY, val2: 125.660, val3: 125.639, val4: 125.676, val5: 125.645, Bid: 125.580, Ask: 125.643, Spread: 63.00000000, Diff: 0.02138947, iStochastic Main: 46.490, iStochastic Signal: 43.940, Current Sell
AUDCAD, val2: 1.01836, val3: 1.01902, val4: 1.01807, val5: 1.01864, Bid: 1.02119, Ask: 1.02195, Spread: 76.00000000, Diff: -0.00065975, iStochastic Main: 90.60172, iStochastic Signal: 89.49712, Current Buy
AUDCHF, val2: 0.97348, val3: 0.97351, val4: 0.97348, val5: 0.97349, Bid: 0.97333, Ask: 0.97446, Spread: 113.00000000, Diff: -0.00002593, iStochastic Main: 63.94984, iStochastic Signal: 62.21425, Current Buy
AUDJPY
 CREATE ORDER FALSE NO TRADING, val2: 80.523, val3: 80.524, val4: 80.525, val5: 80.521, Bid: 80.541, Ask: 80.594, Spread: 53.00000000, Diff: -0.00069027, iStochastic Main: 71.922, iStochastic Signal: 68.105, Current Buy
CHFJPY, val2: 82.709, val3: 82.706, val4: 82.711, val5: 82.707, Bid: 82.695, Ask: 82.763, Spread: 68.00000000, Diff: 0.00282514, iStochastic Main: 65.762, iStochastic Signal: 58.949, Current Sell
EURNZD, val2: 1.56483, val3: 1.56367, val4: 1.56553, val5: 1.56413, Bid: 1.56082, Ask: 1.56183, Spread: 101.00000000, Diff: 0.00116214, iStochastic Main: 16.00231, iStochastic Signal: 12.13518, Current Sell
EURCAD, val2: 1.26458, val3: 1.26536, val4: 1.26425, val5: 1.26491, Bid: 1.26781, Ask: 1.26854, Spread: 73.00000000, Diff: -0.00077539, iStochastic Main: 88.45070, iStochastic Signal: 89.03110, Current Buy
NZDJPY, val2: 63.888, val3: 63.932, val4: 63.863, val5: 63.914, Bid: 64.027, Ask: 64.092, Spread: 65.00000000, Diff: -0.04406511, iStochastic Main: 86.006, iStochastic Signal: 86.241, Current Buy
NZDUSD, val2: 0.82174, val3: 0.82236, val4: 0.82141, val5: 0.82207, Bid: 0.82400, Ask: 0.82451, Spread: 51.00000000, Diff: -0.00062010, iStochastic Main: 88.16794, iStochastic Signal: 88.06713, Current Buy
GBPCAD, val2: 1.58916, val3: 1.58992, val4: 1.58886, val5: 1.58946, Bid: 1.59216, Ask: 1.59317, Spread: 101.00000000, Diff: -0.00075830, iStochastic Main: 90.19916, iStochastic Signal: 88.46582, Current Buy
GBPNZD, val2: 1.96643, val3: 1.96471, val4: 1.96744, val5: 1.96542, Bid: 1.95990, Ask: 1.96171, Spread: 181.00000000, Diff: 0.00171731, iStochastic Main: 15.08531, iStochastic Signal: 13.17947, Current Sell
GBPAUD, val2: 1.56039, val3: 1.56010, val4: 1.56054, val5: 1.56024, Bid: 1.55855, Ask: 1.55952, Spread: 97.00000000, Diff: 0.00028419, iStochastic Main: 38.64148, iStochastic Signal: 41.32554, Current Sell
NZDCHF, val2: 0.77238, val3: 0.77294, val4: 0.77205, val5: 0.77271, Bid: 0.77396, Ask: 0.77481, Spread: 85.00000000, Diff: -0.00056171, iStochastic Main: 78.69318, iStochastic Signal: 82.37856, Current Buy
NZDCAD, val2: 0.80737, val3: 0.80851, val4: 0.80677, val5: 0.80797, Bid: 0.81216, Ask: 0.81276, Spread: 60.00000000, Diff: -0.00114260, iStochastic Main: 94.82089, iStochastic Signal: 96.45624, Current Buy

2012.09.27 00:12

USDCHF, SELL, Diff: 0.00003807, iStochastic Main: 37.13713714, iStochastic Signal: 46.71781419
EURUSD, BUY, Diff: -0.00003846, iStochastic Main: 54.84677924, iStochastic Signal: 45.14422484
AUDUSD, BUY, Diff: -0.00007471, iStochastic Main: 70.40960452, iStochastic Signal: 63.01789077
AUDJPY, BUY, Diff: -0.00069027, iStochastic Main: 71.92156863, iStochastic Signal: 68.10457516Hour: 0, hour new: 21
Lots: 0.1, stoploss: 200, takeprofit: 400, create_order: 0, pending_margin: 150, maxorders: 2


USDCHF, val2: 0.93990, val3: 0.93986, val4: 0.93989, val5: 0.93992, Bid: 0.93944, Ask: 0.93970, Spread: 26.00000000, Diff: 0.00003807, iStochastic Main: 37.13714, iStochastic Signal: 46.71781, Current Sell
GBPUSD, val2: 1.61623, val3: 1.61606, val4: 1.61640, val5: 1.61605, Bid: 1.61606, Ask: 1.61641, Spread: 35.00000000, Diff: 0.00016461, iStochastic Main: 35.00761, iStochastic Signal: 29.22374, Current Sell
EURUSD, val2: 1.28611, val3: 1.28615, val4: 1.28616, val5: 1.28606, Bid: 1.28695, Ask: 1.28718, Spread: 23.00000000, Diff: -0.00003846, iStochastic Main: 54.84678, iStochastic Signal: 45.14422, Current Buy
USDJPY, val2: 77.749, val3: 77.743, val4: 77.750, val5: 77.748, Bid: 77.706, Ask: 77.733, Spread: 27.00000000, Diff: 0.00552590, iStochastic Main: 42.872, iStochastic Signal: 46.157, Current Sell
USDCAD, val2: 0.98326, val3: 0.98383, val4: 0.98296, val5: 0.98356, Bid: 0.98518, Ask: 0.98559, Spread: 41.00000000, Diff: -0.00057147, iStochastic Main: 85.36285, iStochastic Signal: 84.34401, Current Buy
AUDUSD, val2: 1.03568, val3: 1.03576, val4: 1.03570, val5: 1.03567, Bid: 1.03665, Ask: 1.03694, Spread: 29.00000000, Diff: -0.00007471, iStochastic Main: 70.40960, iStochastic Signal: 63.01789, Current Buy
EURAUD, val2: 1.24166, val3: 1.24160, val4: 1.24169, val5: 1.24162, Bid: 1.24109, Ask: 1.24162, Spread: 53.00000000, Diff: 0.00005431, iStochastic Main: 34.99210, iStochastic Signal: 36.28954, Current Sell
EURJPY, val2: 99.995, val3: 99.991, val4: 100.000, val5: 99.990, Bid: 100.004, Ask: 100.051, Spread: 47.00000000, Diff: 0.00357061, iStochastic Main: 67.353, iStochastic Signal: 56.137, Current Sell
GBPCHF, val2: 1.51916, val3: 1.51895, val4: 1.51930, val5: 1.51902, Bid: 1.51827, Ask: 1.51881, Spread: 54.00000000, Diff: 0.00021452, iStochastic Main: 29.69382, iStochastic Signal: 28.75024, Current Sell
CADJPY, val2: 79.063, val3: 79.012, val4: 79.087, val5: 79.038, Bid: 78.827, Ask: 78.889, Spread: 62.00000000, Diff: 0.05033902, iStochastic Main: 12.381, iStochastic Signal: 12.041, Current Sell
GBPJPY, val2: 125.660, val3: 125.639, val4: 125.676, val5: 125.645, Bid: 125.584, Ask: 125.638, Spread: 54.00000000, Diff: 0.02138947, iStochastic Main: 46.490, iStochastic Signal: 43.940, Current Sell
AUDCAD, val2: 1.01836, val3: 1.01902, val4: 1.01807, val5: 1.01864, Bid: 1.02136, Ask: 1.02204, Spread: 68.00000000, Diff: -0.00065975, iStochastic Main: 90.60172, iStochastic Signal: 89.49712, Current Buy
AUDCHF, val2: 0.97348, val3: 0.97351, val4: 0.97348, val5: 0.97349, Bid: 0.97379, Ask: 0.97445, Spread: 66.00000000, Diff: -0.00002593, iStochastic Main: 63.94984, iStochastic Signal: 62.21425, Current Buy
AUDJPY, val2: 80.523, val3: 80.524, val4: 80.525, val5: 80.521, Bid: 80.558, Ask: 80.605, Spread: 47.00000000, Diff: -0.00069027, iStochastic Main: 71.922, iStochastic Signal: 68.105, Current Buy
CHFJPY, val2: 82.709, val3: 82.706, val4: 82.711, val5: 82.707, Bid: 82.690, Ask: 82.747, Spread: 57.00000000, Diff: 0.00282514, iStochastic Main: 65.762, iStochastic Signal: 58.949, Current Sell
EURNZD, val2: 1.56483, val3: 1.56367, val4: 1.56553, val5: 1.56413, Bid: 1.56091, Ask: 1.56182, Spread: 91.00000000, Diff: 0.00116214, iStochastic Main: 16.00231, iStochastic Signal: 12.13518, Current Sell
EURCAD, val2: 1.26458, val3: 1.26536, val4: 1.26425, val5: 1.26491, Bid: 1.26807, Ask: 1.26862, Spread: 55.00000000, Diff: -0.00077539, iStochastic Main: 88.45070, iStochastic Signal: 89.03110, Current Buy
NZDJPY, val2: 63.888, val3: 63.932, val4: 63.863, val5: 63.914, Bid: 64.039, Ask: 64.093, Spread: 54.00000000, Diff: -0.04406511, iStochastic Main: 86.006, iStochastic Signal: 86.241, Current Buy
NZDUSD, val2: 0.82174, val3: 0.82236, val4: 0.82141, val5: 0.82207, Bid: 0.82407, Ask: 0.82439, Spread: 32.00000000, Diff: -0.00062010, iStochastic Main: 88.16794, iStochastic Signal: 88.06713, Current Buy
GBPCAD, val2: 1.58916, val3: 1.58992, val4: 1.58886, val5: 1.58946, Bid: 1.59236, Ask: 1.59321, Spread: 85.00000000, Diff: -0.00075830, iStochastic Main: 90.19916, iStochastic Signal: 88.46582, Current Buy
GBPNZD, val2: 1.96643, val3: 1.96471, val4: 1.96744, val5: 1.96542, Bid: 1.95990, Ask: 1.96171, Spread: 181.00000000, Diff: 0.00171731, iStochastic Main: 15.08531, iStochastic Signal: 13.17947, Current Sell
GBPAUD, val2: 1.56039, val3: 1.56010, val4: 1.56054, val5: 1.56024, Bid: 1.55846, Ask: 1.55921, Spread: 75.00000000, Diff: 0.00028419, iStochastic Main: 38.64148, iStochastic Signal: 41.32554, Current Sell
NZDCHF, val2: 0.77238, val3: 0.77294, val4: 0.77205, val5: 0.77271, Bid: 0.77416, Ask: 0.77486, Spread: 70.00000000, Diff: -0.00056171, iStochastic Main: 78.69318, iStochastic Signal: 82.37856, Current Buy
NZDCAD, val2: 0.80737, val3: 0.80851, val4: 0.80677, val5: 0.80797, Bid: 0.81216, Ask: 0.81276, Spread: 60.00000000, Diff: -0.00114260, iStochastic Main: 94.82089, iStochastic Signal: 96.45624, Current Buy
USDCHF CREATE ORDER FALSE NO TRADING
EURUSD CREATE ORDER FALSE NO TRADING
AUDUSD CREATE ORDER FALSE NO TRADING
AUDJPY CREATE ORDER FALSE NO TRADING

2012.09.27 00:14

USDCHF, SELL, Diff: 0.00003807, iStochastic Main: 37.13713714, iStochastic Signal: 46.71781419
EURUSD, BUY, Diff: -0.00003846, iStochastic Main: 54.84677924, iStochastic Signal: 45.14422484
AUDUSD, BUY, Diff: -0.00007471, iStochastic Main: 70.40960452, iStochastic Signal: 63.01789077
